Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
EB	Extraction	NA	NA	EB	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	EB	NA	Data transformation	EB	FILES/Lipidomic_HEALTHY_ESI Negative/EB_sano_n.mzML	Metabolite identification	EB	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
EM	Extraction	NA	NA	EM	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	EM	NA	Data transformation	EM	FILES/Lipidomic_HEALTHY_ESI Negative/EM_sano_n.mzML	Metabolite identification	EM	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
IRA POS	Extraction	NA	NA	IRA POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	IRA POS	NA	Data transformation	IRA POS	FILES/Lipidomic_COVID-19_ESI Negative/IRA_n.mzML	Metabolite identification	IRA POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
MC	Extraction	NA	NA	MC	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	MC	NA	Data transformation	MC	FILES/Lipidomic_HEALTHY_ESI Negative/MC_sano_n.mzML	Metabolite identification	MC	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
MM	Extraction	NA	NA	MM	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	MM	NA	Data transformation	MM	FILES/Lipidomic_HEALTHY_ESI Negative/MM_sano_n.mzML	Metabolite identification	MM	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
NC	Extraction	NA	NA	NC	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	NC	NA	Data transformation	NC	FILES/Lipidomic_HEALTHY_ESI Negative/NC_sano_n.mzML	Metabolite identification	NC	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 12	Extraction	NA	NA	POS 12	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 12	NA	Data transformation	POS 12	FILES/Lipidomic_COVID-19_ESI Negative/12POS_n.mzML	Metabolite identification	POS 12	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 13	Extraction	NA	NA	POS 13	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 13	NA	Data transformation	POS 13	FILES/Lipidomic_COVID-19_ESI Negative/13POS_n.mzML	Metabolite identification	POS 13	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 14	Extraction	NA	NA	POS 14	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 14	NA	Data transformation	POS 14	FILES/Lipidomic_COVID-19_ESI Negative/14POS_n.mzML	Metabolite identification	POS 14	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 15	Extraction	NA	NA	POS 15	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 15	NA	Data transformation	POS 15	FILES/Lipidomic_COVID-19_ESI Negative/15POS_n.mzML	Metabolite identification	POS 15	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 16	Extraction	NA	NA	POS 16	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 16	NA	Data transformation	POS 16	FILES/Lipidomic_COVID-19_ESI Negative/16POS_n.mzML	Metabolite identification	POS 16	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 4	Extraction	NA	NA	POS 4	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 4	NA	Data transformation	POS 4	FILES/Lipidomic_COVID-19_ESI Negative/4POS_n.mzML	Metabolite identification	POS 4	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 6	Extraction	NA	NA	POS 6	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 6	NA	Data transformation	POS 6	FILES/Lipidomic_COVID-19_ESI Negative/6POS_n.mzML	Metabolite identification	POS 6	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 8	Extraction	NA	NA	POS 8	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 8	NA	Data transformation	POS 8	FILES/Lipidomic_COVID-19_ESI Negative/8POS_n.mzML	Metabolite identification	POS 8	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
POS 9	Extraction	NA	NA	POS 9	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	POS 9	NA	Data transformation	POS 9	FILES/Lipidomic_COVID-19_ESI Negative/9POS_n.mzML	Metabolite identification	POS 9	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
RI POS	Extraction	NA	NA	RI POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	RI POS	NA	Data transformation	RI POS	FILES/Lipidomic_COVID-19_ESI Negative/RI_n.mzML	Metabolite identification	RI POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
RIA 1	Extraction	NA	NA	RIA 1	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	RIA 1	NA	Data transformation	RIA 1	FILES/Lipidomic_ICU COVID-19_ESI Negative/RIA1_n.mzML	Metabolite identification	RIA 1	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
RIA 2	Extraction	NA	NA	RIA 2	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	RIA 2	NA	Data transformation	RIA 2	FILES/Lipidomic_ICU COVID-19_ESI Negative/RIA2_n.mzML	Metabolite identification	RIA 2	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 1	Extraction	NA	NA	SA 1	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 1	NA	Data transformation	SA 1	FILES/Lipidomic_HEALTHY_ESI Negative/1SA_n.mzML	Metabolite identification	SA 1	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 10	Extraction	NA	NA	SA 10	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 10	NA	Data transformation	SA 10	FILES/Lipidomic_HEALTHY_ESI Negative/10SA_n.mzML	Metabolite identification	SA 10	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 11	Extraction	NA	NA	SA 11	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 11	NA	Data transformation	SA 11	FILES/Lipidomic_HEALTHY_ESI Negative/11SA_n.mzML	Metabolite identification	SA 11	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 12	Extraction	NA	NA	SA 12	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 12	NA	Data transformation	SA 12	FILES/Lipidomic_HEALTHY_ESI Negative/12SA_n.mzML	Metabolite identification	SA 12	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 13	Extraction	NA	NA	SA 13	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 13	NA	Data transformation	SA 13	FILES/Lipidomic_HEALTHY_ESI Negative/13SA_n.mzML	Metabolite identification	SA 13	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 2	Extraction	NA	NA	SA 2	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 2	NA	Data transformation	SA 2	FILES/Lipidomic_HEALTHY_ESI Negative/2SA_n.mzML	Metabolite identification	SA 2	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 3	Extraction	NA	NA	SA 3	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 3	NA	Data transformation	SA 3	FILES/Lipidomic_HEALTHY_ESI Negative/3SA_n.mzML	Metabolite identification	SA 3	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 4	Extraction	NA	NA	SA 4	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 4	NA	Data transformation	SA 4	FILES/Lipidomic_HEALTHY_ESI Negative/4SA_n.mzML	Metabolite identification	SA 4	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 5	Extraction	NA	NA	SA 5	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 5	NA	Data transformation	SA 5	FILES/Lipidomic_HEALTHY_ESI Negative/5SA_n.mzML	Metabolite identification	SA 5	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 6	Extraction	NA	NA	SA 6	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 6	NA	Data transformation	SA 6	FILES/Lipidomic_HEALTHY_ESI Negative/6SA_n.mzML	Metabolite identification	SA 6	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 7	Extraction	NA	NA	SA 7	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 7	NA	Data transformation	SA 7	FILES/Lipidomic_HEALTHY_ESI Negative/7SA_n.mzML	Metabolite identification	SA 7	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 8	Extraction	NA	NA	SA 8	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 8	NA	Data transformation	SA 8	FILES/Lipidomic_HEALTHY_ESI Negative/8SA_n.mzML	Metabolite identification	SA 8	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SA 9	Extraction	NA	NA	SA 9	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SA 9	NA	Data transformation	SA 9	FILES/Lipidomic_HEALTHY_ESI Negative/9SA_n.mzML	Metabolite identification	SA 9	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
SC	Extraction	NA	NA	SC	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	SC	NA	Data transformation	SC	FILES/Lipidomic_HEALTHY_ESI Negative/SC_sani_n.mzML	Metabolite identification	SC	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
