Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
126	Extraction	NA	NA	126	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	126	NA	Data transformation	126	FILES/Lipidomic_COVID-19_ESI Negative/126_n.mzML	Metabolite identification	126	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
127	Extraction	NA	NA	127	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	127	NA	Data transformation	127	FILES/Lipidomic_COVID-19_ESI Negative/127_n.mzML	Metabolite identification	127	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
129	Extraction	NA	NA	129	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	129	NA	Data transformation	129	FILES/Lipidomic_COVID-19_ESI Negative/129_n.mzML	Metabolite identification	129	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
130	Extraction	NA	NA	130	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	130	NA	Data transformation	130	FILES/Lipidomic_COVID-19_ESI Negative/130_n.mzML	Metabolite identification	130	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
132	Extraction	NA	NA	132	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	132	NA	Data transformation	132	FILES/Lipidomic_COVID-19_ESI Negative/132_n.mzML	Metabolite identification	132	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
134	Extraction	NA	NA	134	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	134	NA	Data transformation	134	FILES/Lipidomic_COVID-19_ESI Negative/134_n.mzML	Metabolite identification	134	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
136	Extraction	NA	NA	136	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	136	NA	Data transformation	136	FILES/Lipidomic_COVID-19_ESI Negative/136_n.mzML	Metabolite identification	136	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
138	Extraction	NA	NA	138	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	138	NA	Data transformation	138	FILES/Lipidomic_COVID-19_ESI Negative/138_n.mzML	Metabolite identification	138	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
139	Extraction	NA	NA	139	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	139	NA	Data transformation	139	FILES/Lipidomic_COVID-19_ESI Negative/139_n.mzML	Metabolite identification	139	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
12 NEG	Extraction	NA	NA	12 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	12 NEG	NA	Data transformation	12 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/12NEG_n.mzML	Metabolite identification	12 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
16 NEG	Extraction	NA	NA	16 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	16 NEG	NA	Data transformation	16 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/16NEG_n.mzML	Metabolite identification	16 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
19 NEG	Extraction	NA	NA	19 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	19 NEG	NA	Data transformation	19 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/19NEG_n.mzML	Metabolite identification	19 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
2 POS	Extraction	NA	NA	2 POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	2 POS	NA	Data transformation	2 POS	FILES/Lipidomic_COVID-19_ESI Negative/2POS_n.mzML	Metabolite identification	2 POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
20 NEG	Extraction	NA	NA	20 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	20 NEG	NA	Data transformation	20 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/20NEG_n.mzML	Metabolite identification	20 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
21 NEG	Extraction	NA	NA	21 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	21 NEG	NA	Data transformation	21 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/21NEG_n.mzML	Metabolite identification	21 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
22 NEG	Extraction	NA	NA	22 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	22 NEG	NA	Data transformation	22 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/22NEG_n.mzML	Metabolite identification	22 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
26 NEG	Extraction	NA	NA	26 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	26 NEG	NA	Data transformation	26 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/26NEG_n.mzML	Metabolite identification	26 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
28 NEG	Extraction	NA	NA	28 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	28 NEG	NA	Data transformation	28 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/28NEG_n.mzML	Metabolite identification	28 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
29 NEG	Extraction	NA	NA	29 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	29 NEG	NA	Data transformation	29 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/29NEG_n.mzML	Metabolite identification	29 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
3 POS	Extraction	NA	NA	3 POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	3 POS	NA	Data transformation	3 POS	FILES/Lipidomic_COVID-19_ESI Negative/3POS_n.mzML	Metabolite identification	3 POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
30 NEG	Extraction	NA	NA	30 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	30 NEG	NA	Data transformation	30 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/30NEG_n.mzML	Metabolite identification	30 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
32 NEG	Extraction	NA	NA	32 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	32 NEG	NA	Data transformation	32 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/32NEG_n.mzML	Metabolite identification	32 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
35 NEG	Extraction	NA	NA	35 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	35 NEG	NA	Data transformation	35 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/35NEG_n.mzML	Metabolite identification	35 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
37 NEG	Extraction	NA	NA	37 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	37 NEG	NA	Data transformation	37 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/37NEG_n.mzML	Metabolite identification	37 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
46 NEG	Extraction	NA	NA	46 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	46 NEG	NA	Data transformation	46 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/46NEG_n.mzML	Metabolite identification	46 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
5 NEG	Extraction	NA	NA	5 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	5 NEG	NA	Data transformation	5 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/5NEG_n.mzML	Metabolite identification	5 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
6 NEG	Extraction	NA	NA	6 NEG	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	6 NEG	NA	Data transformation	6 NEG	FILES/Lipidomic_NON-COVID-19_ESI Negative/6NEG_n.mzML	Metabolite identification	6 NEG	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
AA	Extraction	NA	NA	AA	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	AA	NA	Data transformation	AA	FILES/Lipidomic_HEALTHY_ESI Negative/A_n.mzML	Metabolite identification	AA	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
AA POS	Extraction	NA	NA	AA POS	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	AA POS	NA	Data transformation	AA POS	FILES/Lipidomic_COVID-19_ESI Negative/AA_n.mzML	Metabolite identification	AA POS	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
AI	Extraction	NA	NA	AI	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	AI	NA	Data transformation	AI	FILES/Lipidomic_HEALTHY_ESI Negative/AI_sano_n.mzML	Metabolite identification	AI	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
BA	Extraction	NA	NA	BA	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	BA	NA	Data transformation	BA	FILES/Lipidomic_HEALTHY_ESI Negative/B_n.mzML	Metabolite identification	BA	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
CA	Extraction	NA	NA	CA	Chromatography	Thermo Scientific Vanquish UHPLC System	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000858	NA	Hypersil GOLD C18 (1.9 µm, 2.1 mm x 150 mm; Thermo Scientific)	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	80-1200	Thermo Scientific Q Exactive Plus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000661	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000697	CA	NA	Data transformation	CA	FILES/Lipidomic_HEALTHY_ESI Negative/C_n.mzML	Metabolite identification	CA	m_MTBLS1866_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
