Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model 1]	Parameter Value[Column type 1]	Parameter Value[Guard column]	Parameter Value[Column model 2]	Parameter Value[Column type 2]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
43	Extraction	NA	sylilation	43	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	43	NA	Data transformation	43	FILES/COVID-19/43.mzML	Metabolite identification	43	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SG POS	Extraction	NA	sylilation	SG POS	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SG POS	NA	Data transformation	SG POS	FILES/COVID-19/SG POS.mzML	Metabolite identification	SG POS	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
44	Extraction	NA	sylilation	44	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	44	NA	Data transformation	44	FILES/COVID-19/44.mzML	Metabolite identification	44	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
45	Extraction	NA	sylilation	45	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	45	NA	Data transformation	45	FILES/COVID-19/45.mzML	Metabolite identification	45	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
46	Extraction	NA	sylilation	46	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	46	NA	Data transformation	46	FILES/COVID-19/46.mzML	Metabolite identification	46	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
47	Extraction	NA	sylilation	47	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	47	NA	Data transformation	47	FILES/COVID-19/47.mzML	Metabolite identification	47	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
48	Extraction	NA	sylilation	48	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	48	NA	Data transformation	48	FILES/COVID-19/48.mzML	Metabolite identification	48	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
56	Extraction	NA	sylilation	56	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	56	NA	Data transformation	56	FILES/COVID-19/56.mzML	Metabolite identification	56	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
61	Extraction	NA	sylilation	61	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	61	NA	Data transformation	61	FILES/COVID-19/61.mzML	Metabolite identification	61	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
63	Extraction	NA	sylilation	63	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	63	NA	Data transformation	63	FILES/COVID-19/63.mzML	Metabolite identification	63	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
64	Extraction	NA	sylilation	64	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	64	NA	Data transformation	64	FILES/COVID-19/64.mzML	Metabolite identification	64	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
74	Extraction	NA	sylilation	74	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	74	NA	Data transformation	74	FILES/COVID-19/74.mzML	Metabolite identification	74	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
93	Extraction	NA	sylilation	93	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	93	NA	Data transformation	93	FILES/COVID-19/93.mzML	Metabolite identification	93	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
99	Extraction	NA	sylilation	99	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	99	NA	Data transformation	99	FILES/COVID-19/99.mzML	Metabolite identification	99	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
AA POS	Extraction	NA	sylilation	AA POS	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	AA POS	NA	Data transformation	AA POS	FILES/COVID-19/AA POS.mzML	Metabolite identification	AA POS	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
CE A	Extraction	NA	sylilation	CE A	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	CE A	NA	Data transformation	CE A	FILES/COVID-19/CE A.mzML	Metabolite identification	CE A	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
POS 13	Extraction	NA	sylilation	POS 13	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	POS 13	NA	Data transformation	POS 13	FILES/COVID-19/POS 13.mzML	Metabolite identification	POS 13	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
AA	Extraction	NA	sylilation	AA	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	AA	NA	Data transformation	AA	FILES/HEALTHY/AA.mzML	Metabolite identification	AA	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
AI	Extraction	NA	sylilation	AI	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	AI	NA	Data transformation	AI	FILES/HEALTHY/AI.mzML	Metabolite identification	AI	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
BA	Extraction	NA	sylilation	BA	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	BA	NA	Data transformation	BA	FILES/HEALTHY/BA.mzML	Metabolite identification	BA	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
CA	Extraction	NA	sylilation	CA	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	CA	NA	Data transformation	CA	FILES/HEALTHY/CA.mzML	Metabolite identification	CA	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
DA	Extraction	NA	sylilation	DA	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	DA	NA	Data transformation	DA	FILES/HEALTHY/DA.mzML	Metabolite identification	DA	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
EA	Extraction	NA	sylilation	EA	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	EA	NA	Data transformation	EA	FILES/HEALTHY/EA.mzML	Metabolite identification	EA	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
EB	Extraction	NA	sylilation	EB	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	EB	NA	Data transformation	EB	FILES/HEALTHY/EB.mzML	Metabolite identification	EB	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
EM	Extraction	NA	sylilation	EM	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	EM	NA	Data transformation	EM	FILES/HEALTHY/EM.mzML	Metabolite identification	EM	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
MC	Extraction	NA	sylilation	MC	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	MC	NA	Data transformation	MC	FILES/HEALTHY/MC.mzML	Metabolite identification	MC	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
MM	Extraction	NA	sylilation	MM	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	MM	NA	Data transformation	MM	FILES/HEALTHY/MM.mzML	Metabolite identification	MM	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
NC	Extraction	NA	sylilation	NC	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	NC	NA	Data transformation	NC	FILES/HEALTHY/NC.mzML	Metabolite identification	NC	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 1	Extraction	NA	sylilation	SA 1	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 1	NA	Data transformation	SA 1	FILES/HEALTHY/SA 1.mzML	Metabolite identification	SA 1	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 10	Extraction	NA	sylilation	SA 10	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 10	NA	Data transformation	SA 10	FILES/HEALTHY/SA 10.mzML	Metabolite identification	SA 10	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 11	Extraction	NA	sylilation	SA 11	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 11	NA	Data transformation	SA 11	FILES/HEALTHY/SA 11.mzML	Metabolite identification	SA 11	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 12	Extraction	NA	sylilation	SA 12	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 12	NA	Data transformation	SA 12	FILES/HEALTHY/SA 12.mzML	Metabolite identification	SA 12	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 13	Extraction	NA	sylilation	SA 13	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 13	NA	Data transformation	SA 13	FILES/HEALTHY/SA 13.mzML	Metabolite identification	SA 13	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
SA 2	Extraction	NA	sylilation	SA 2	Chromatography	Agilent 7890B GC	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000933	CTC Analytics L-PAL3 Autosampler	Rxi-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)	low polarity	NA	Rxi-17Sil MS (0.25 µm, 0.25 mm x 2 m; Restek)	medium polarity	NA	NA	NA	NA	Mass spectrometry	positive	25-550	LECO Pegasus BT 4D GCxGC-TOFMS	NA	NA	electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	time-of-flight	MS	http://purl.obolibrary.org/obo/MS_1000084	SA 2	NA	Data transformation	SA 2	FILES/HEALTHY/SA 2.mzML	Metabolite identification	SA 2	m_MTBLS1866_GCxGC-MS_positive__metabolite_profiling_v2_maf.tsv
