"dataset_id","role","xcms_fts","formula_rank","formula_score","structure_rank","tanimoto","csi_score","adduct","structure_name","target_present","confidence","rt","mz","adduct_inferred","file"
"ST002044","parent",27,2,0.072,1,0.984,-9.7,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","parent",34,2,0.071,1,0.975,-12.5,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","parent",17,3,0.083,1,0.952,-65.1,"[M - H]-","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","parent",8,3,0.066,1,0.984,-5.4,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","parent",9,3,0.004,1,0.984,-5.1,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","parent",10,3,0.009,1,0.984,-5.4,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002044","metabolite",1,1,0.878,3,0.924,-27.6,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
"ST002044","metabolite",3,1,0.64,3,0.924,-27.4,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
"ST002044","metabolite",4,1,0.948,3,0.932,-26.9,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
"ST002044","metabolite",5,1,0.971,3,0.909,-32.4,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
"ST002722","parent",3,1,0.878,1,0.984,-11.1,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",NA,NA,NA,NA
"ST002722","parent",4,1,0.981,1,0.976,-8.6,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"strict",NA,NA,NA,NA
"ST002722","parent",2,2,0.269,1,0.976,-8.2,"[M + H]+","6-methoxy-2-[(4-methoxy-3,5-dimethylpyridin-2-yl)methanesulfinyl]-1H-1,3-benzodiazole",TRUE,"standard",NA,NA,NA,NA
"ST002722","metabolite",1,1,0.647,3,0.888,-44.2,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
"ST002722","metabolite",2,3,0.038,3,0.881,-49.3,"[M + H]+",NA,TRUE,"standard",NA,NA,NA,NA
