"ATTRIBUTE_DatasetAccession","USI","file_path","scan_id","role","Cosine","Matching Peaks","Adduct","Precursor_MZ","inchikey_first_block","lib_spectrum","ChromatographyAndPhase","IonizationSourceAndPolarity","NCBITaxonomy","SampleType"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM011_9_240_RC4_01_43956.mzML:scan:1072","ccms_peak/blood/DM011_9_240_RC4_01_43956.mzML",1072,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/20240226_pool_qc_12.mzML:scan:841","peak/20240323_ADRC_serum_mzML/20240226_pool_qc_12.mzML",841,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"9606|Homo sapiens","animal"
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/20240226_pool_qc_21.mzML:scan:834","peak/20240323_ADRC_serum_mzML/20240226_pool_qc_21.mzML",834,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"9606|Homo sapiens","animal"
"MSV000094395","mzspec:MSV000094395:peak/20240323_ADRC_serum_mzML/7513614877.mzML:scan:836","peak/20240323_ADRC_serum_mzML/7513614877.mzML",836,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_1_360_RC2_01_43640.mzML:scan:1102","ccms_peak/blood/DM014_1_360_RC2_01_43640.mzML",1102,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM015_9_120_RA3_01_43831.mzML:scan:1114","ccms_peak/blood/DM015_9_120_RA3_01_43831.mzML",1114,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std2000pt0_1_GD1_01_43610.mzXML:scan:1096","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std2000pt0_1_GD1_01_43610.mzXML",1096,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T5_Omepr_noBac_rep1.mzML:scan:3858","peak/mzML/T5_Omepr_noBac_rep1.mzML",3858,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/t7_Omepr_noBac_rep1.mzML:scan:4004","peak/mzML/t7_Omepr_noBac_rep1.mzML",4004,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T4_Omepr_noBac_rep1.mzML:scan:2634","peak/mzML/T4_Omepr_noBac_rep1.mzML",2634,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"ST001357","mzspec:ST001357:mzML_files/mtab_alm_UW_072718_03.mzML:scan:3341","mzML_files/mtab_alm_UW_072718_03.mzML",3341,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (C18)","electrospray ionization (negative)",NA,"environmental"
"MSV000096589","mzspec:MSV000096589:peak/mzML_rerun/group2_G6T0.mzML:scan:4732","peak/mzML_rerun/group2_G6T0.mzML",4732,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"2|Bacteria",NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RG1_01_44001.mzXML:scan:1085","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RG1_01_44001.mzXML",1085,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"ST001715","mzspec:ST001715:Esomeprazole_0_1_hilicpos_fusion.mzXML:scan:453","Esomeprazole_0_1_hilicpos_fusion.mzXML",453,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","normal phase (HILIC)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"ST001357","mzspec:ST001357:mzML_files/mtab_alm_UW_072718_07.mzML:scan:3381","mzML_files/mtab_alm_UW_072718_07.mzML",3381,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (C18)","electrospray ionization (negative)",NA,"environmental"
"MSV000093571","mzspec:MSV000093571:peak/mzml/t0_Omeprazole_3.mzML:scan:3667","peak/mzml/t0_Omeprazole_3.mzML",3667,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/6478.mzXML:scan:1964","raw/mzXML/6478.mzXML",1964,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"9606|Homo sapiens","animal"
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR59-001_RA10_01_34971.mzML:scan:1157","ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR59-001_RA10_01_34971.mzML",1157,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000096589","mzspec:MSV000096589:peak/mzML_rerun/group1_B6T0.mzML:scan:4721","peak/mzML_rerun/group1_B6T0.mzML",4721,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"2|Bacteria",NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM018_9_300_RC7_01_43859.mzML:scan:1115","ccms_peak/blood/DM018_9_300_RC7_01_43859.mzML",1115,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM015_9_120_RA3_01_43617.mzML:scan:1122","ccms_peak/blood/DM015_9_120_RA3_01_43617.mzML",1122,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM010_9_300_RF1_01_43989.mzML:scan:1072","ccms_peak/blood/DM010_9_300_RF1_01_43989.mzML",1072,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RG1_01_44001.mzXML:scan:1071","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RG1_01_44001.mzXML",1071,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_2_GC8_01_43607.mzXML:scan:1110","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_2_GC8_01_43607.mzXML",1110,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/6635.mzXML:scan:1914","raw/mzXML/6635.mzXML",1914,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"9606|Homo sapiens","animal"
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR42-001_RC9_01_34994.mzML:scan:1189","ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR42-001_RC9_01_34994.mzML",1189,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_240_RD5_01_43767.mzXML:scan:1099","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_240_RD5_01_43767.mzXML",1099,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM011_9_120_RA1_01_43615.mzXML:scan:1129","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM011_9_120_RA1_01_43615.mzXML",1129,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000091951","mzspec:MSV000091951:ccms_peak/Raw/OM-340.mzML:scan:1116","ccms_peak/Raw/OM-340.mzML",1116,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000091951","mzspec:MSV000091951:peak/mzML/OM-340.mzML:scan:1116","peak/mzML/OM-340.mzML",1116,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM006_9_120_RE6_01_44065.mzML:scan:1078","ccms_peak/blood/DM006_9_120_RE6_01_44065.mzML",1078,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM009_1_120_RF9_01_43897.mzML:scan:1100","ccms_peak/blood/DM009_1_120_RF9_01_43897.mzML",1100,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM013_9_120_RH3_01_43915.mzML:scan:1069","ccms_peak/blood/DM013_9_120_RH3_01_43915.mzML",1069,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"ST002238","mzspec:ST002238:NB_Plasma_ID_Library_mz_8_HILIC_Pos_016.mzML:scan:931","NB_Plasma_ID_Library_mz_8_HILIC_Pos_016.mzML",931,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,"electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM017_9_360_RG2_01_43902.mzML:scan:1103","ccms_peak/blood/DM017_9_360_RG2_01_43902.mzML",1103,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_1_300_RG1_01_44001.mzML:scan:1085","ccms_peak/blood/DM014_1_300_RG1_01_44001.mzML",1085,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_1_360_RC2_01_43640.mzML:scan:1114","ccms_peak/blood/DM014_1_360_RC2_01_43640.mzML",1114,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_1_GC8_01_43606.mzXML:scan:1111","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_1_GC8_01_43606.mzXML",1111,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000093037","mzspec:MSV000093037:peak/mzML/284114_3.mzML:scan:1067","peak/mzML/284114_3.mzML",1067,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000093037","mzspec:MSV000093037:peak/mzML/295399_2.mzML:scan:1024","peak/mzML/295399_2.mzML",1024,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM016_9_300_RF4_01_43992.mzXML:scan:1057","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM016_9_300_RF4_01_43992.mzXML",1057,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM009_9_360_RD6_01_43870.mzML:scan:1090","ccms_peak/blood/DM009_9_360_RD6_01_43870.mzML",1090,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_9_300_RA8_01_44082.mzML:scan:1084","ccms_peak/blood/DM014_9_300_RA8_01_44082.mzML",1084,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_9_300_RA8_01_44082.mzML:scan:1090","ccms_peak/blood/DM014_9_300_RA8_01_44082.mzML",1090,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM009_1_030_RH4_01_43916.mzML:scan:1096","ccms_peak/blood/DM009_1_030_RH4_01_43916.mzML",1096,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000096589","mzspec:MSV000096589:peak/mzML_rerun/group1_D6T0.mzML:scan:4716","peak/mzML_rerun/group1_D6T0.mzML",4716,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"2|Bacteria",NA
"MSV000096589","mzspec:MSV000096589:peak/mzML_rerun/BHI_E6T0.mzML:scan:4722","peak/mzML_rerun/BHI_E6T0.mzML",4722,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,"2|Bacteria",NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_480_RD11_01_43773.mzXML:scan:1096","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_480_RD11_01_43773.mzXML",1096,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MTBLS11656","mzspec:MTBLS11656:FILES/DERIVED_FILES/pos/B-119.mzXML:scan:3659","FILES/DERIVED_FILES/pos/B-119.mzXML",3659,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MTBLS1866","mzspec:MTBLS1866:FILES/Lipidomic_ICU COVID-19_ESI Positive/DA7_p.mzML:scan:477","FILES/Lipidomic_ICU COVID-19_ESI Positive/DA7_p.mzML",477,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM016_9_300_RF4_01_43992.mzML:scan:1057","ccms_peak/blood/DM016_9_300_RF4_01_43992.mzML",1057,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM002_9_120_RE10_01_43784.mzML:scan:1076","ccms_peak/blood/DM002_9_120_RE10_01_43784.mzML",1076,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM002_9_120_RE10_01_43784.mzML:scan:1082","ccms_peak/blood/DM002_9_120_RE10_01_43784.mzML",1082,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T0_Omepr_noBac_rep1.mzML:scan:1503","peak/mzML/T0_Omepr_noBac_rep1.mzML",1503,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T3_Omepr_noBac_rep2.mzML:scan:3710","peak/mzML/T3_Omepr_noBac_rep2.mzML",3710,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_1_060_RA5_01_43833.mzXML:scan:1113","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM015_1_060_RA5_01_43833.mzXML",1113,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM015_1_060_RA5_01_43833.mzML:scan:1113","ccms_peak/blood/DM015_1_060_RA5_01_43833.mzML",1113,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM013_1_300_RD7_01_43871.mzML:scan:1095","ccms_peak/blood/DM013_1_300_RD7_01_43871.mzML",1095,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM017_9_480_RD11_01_43773.mzML:scan:1096","ccms_peak/blood/DM017_9_480_RD11_01_43773.mzML",1096,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_240_RC7_01_43959.mzXML:scan:1065","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_240_RC7_01_43959.mzXML",1065,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_240_RC7_01_43959.mzXML:scan:1071","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_240_RC7_01_43959.mzXML",1071,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MTBLS1866","mzspec:MTBLS1866:FILES/Lipidomic_ICU_ESI Positive/DA42_p.mzML:scan:442","FILES/Lipidomic_ICU_ESI Positive/DA42_p.mzML",442,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000094899","mzspec:MSV000094899:peak/mzML/T3_Omepr_noBac_rep2.mzML:scan:3648","peak/mzML/T3_Omepr_noBac_rep2.mzML",3648,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM014_1_300_RH11_01_43821.mzML:scan:1075","ccms_peak/blood/DM014_1_300_RH11_01_43821.mzML",1075,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM017_9_240_RA4_01_43932.mzML:scan:1116","ccms_peak/blood/DM017_9_240_RA4_01_43932.mzML",1116,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000084008","mzspec:MSV000084008:ccms_peak/blood/DM011_9_120_RA1_01_43615.mzML:scan:1129","ccms_peak/blood/DM011_9_120_RA1_01_43615.mzML",1129,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T6_Omepr_Bac_rep3.mzML:scan:1424","peak/mzML/T6_Omepr_Bac_rep3.mzML",1424,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"ST001493","mzspec:ST001493:DynamicBinning/IS1-16/PlasmaIS1-16_12.mzML:scan:198","DynamicBinning/IS1-16/PlasmaIS1-16_12.mzML",198,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (NOS)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"ST001493","mzspec:ST001493:DynamicBinning/IS0/PlasmaIS0_40.mzML:scan:197","DynamicBinning/IS0/PlasmaIS0_40.mzML",197,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (NOS)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_120_RA7_01_43835.mzXML:scan:1103","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM017_9_120_RA7_01_43835.mzXML",1103,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM008_1_120_RB4_01_43737.mzXML:scan:1079","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM008_1_120_RB4_01_43737.mzXML",1079,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_480_RG3_01_43689.mzXML:scan:1061","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_480_RG3_01_43689.mzXML",1061,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_360_RC2_01_43640.mzXML:scan:1102","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_360_RC2_01_43640.mzXML",1102,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RH11_01_43821.mzXML:scan:1075","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_300_RH11_01_43821.mzXML",1075,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T6_Omepr_noBac_rep3.mzML:scan:3796","peak/mzML/T6_Omepr_noBac_rep3.mzML",3796,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_9_120_RH3_01_43915.mzXML:scan:1069","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM013_9_120_RH3_01_43915.mzXML",1069,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"ST001493","mzspec:ST001493:DynamicBinning/IS0/PlasmaIS0_47.mzML:scan:198","DynamicBinning/IS0/PlasmaIS0_47.mzML",198,"parent",0.95,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844","reverse phase (NOS)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_120_RE7_01_43669.mzXML:scan:1102","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_1_120_RE7_01_43669.mzXML",1102,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_480_RB2_01_43735.mzXML:scan:1095","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM014_9_480_RB2_01_43735.mzXML",1095,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM009_1_060_RB8_01_43634.mzXML:scan:1100","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM009_1_060_RB8_01_43634.mzXML",1100,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_1_GC8_01_43606.mzXML:scan:1105","updates/2019-03-27_alan_jarmusch_6d15f636/peak/standards/Std1000pt0_1_GC8_01_43606.mzXML",1105,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000082493","mzspec:MSV000082493:updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM009_1_060_RB5_01_43945.mzXML:scan:1092","updates/2019-03-27_alan_jarmusch_6d15f636/peak/blood/DM009_1_060_RB5_01_43945.mzXML",1092,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
"MSV000094899","mzspec:MSV000094899:peak/mzML/T6_Eryth_Bac_rep2.mzML:scan:1239","peak/mzML/T6_Eryth_Bac_rep2.mzML",1239,"parent",0.94,6,"[M+H]1+",346.122,"SUBDBMMJDZJVOS","CCMSLIB00015625844",NA,NA,NA,NA
