"ATTRIBUTE_DatasetAccession","USI","file_path","scan_id","role","Cosine","Matching Peaks","Adduct","Precursor_MZ","inchikey_first_block","lib_spectrum","ChromatographyAndPhase","IonizationSourceAndPolarity","NCBITaxonomy","SampleType"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BA4_01_21639.mzML:scan:770","ccms_peak/mzXML/samples/Plate_03_BA4_01_21639.mzML",770,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_B2_01LJ03512_V8.mzML:scan:1319","ccms_peak/mzML/Plate5/P5_B2_01LJ03512_V8.mzML",1319,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate2/P2_H9_01LJ00993_V12.mzML:scan:1313","peak/mzML/Plate2/P2_H9_01LJ00993_V12.mzML",1313,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate2/P2_H9_01LJ00993_V12.mzML:scan:1313","ccms_peak/mzML/Plate2/P2_H9_01LJ00993_V12.mzML",1313,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7341.mzXML:scan:1915","raw/mzXML/7341.mzXML",1915,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_B2_01LJ03512_V8.mzML:scan:1319","peak/mzML/Plate5/P5_B2_01LJ03512_V8.mzML",1319,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X3023798_RC2_01_55052.mzXML:scan:892","peak/mzXML/Plate02/X3023798_RC2_01_55052.mzXML",892,"parent",0.95,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083065","mzspec:MSV000083065:ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR60-002_RA7_01_34968.mzML:scan:1151","ccms_peak/Blood_plasma/Cyrrhosis_samples/CIR60-002_RA7_01_34968.mzML",1151,"parent",0.95,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BB10_01_21658.mzML:scan:770","ccms_peak/mzXML/samples/Plate_03_BB10_01_21658.mzML",770,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_2.mzML:scan:1259","ccms_peak/mzML/Plate5/Plate5_poolQC_2.mzML",1259,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/Plate7_poolQC_4.mzML:scan:1258","ccms_peak/mzML/Plate7/Plate7_poolQC_4.mzML",1258,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML:scan:1365","peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML",1365,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_2.mzML:scan:1259","peak/mzML/Plate5/Plate5_poolQC_2.mzML",1259,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML:scan:1365","ccms_peak/mzML/Plate5/P5_D1_01LJ03734_V5.mzML",1365,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_G9_01LJ04184_V12.mzML:scan:1318","peak/mzML/Plate5/P5_G9_01LJ04184_V12.mzML",1318,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/8181.mzXML:scan:1855","raw/mzXML/8181.mzXML",1855,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML:scan:1339","ccms_peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML",1339,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_1.mzML:scan:1269","peak/mzML/Plate5/Plate5_poolQC_1.mzML",1269,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GH12_01_21632.mzML:scan:770","ccms_peak/mzXML/samples/Plate_02_GH12_01_21632.mzML",770,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML:scan:1339","peak/mzML/Plate5/P5_A2_01LJ03375_V10.mzML",1339,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_3.mzML:scan:1272","ccms_peak/mzML/Plate5/Plate5_poolQC_3.mzML",1272,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_8.mzML:scan:1265","peak/mzML/Plate5/Plate5_poolQC_8.mzML",1265,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/Plate7_poolQC_3.mzML:scan:1242","peak/mzML/Plate7/Plate7_poolQC_3.mzML",1242,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate3/P3_B5_01LJ01331_V8.mzML:scan:1312","peak/mzML/Plate3/P3_B5_01LJ01331_V8.mzML",1312,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/Plate7_poolQC_5.mzML:scan:1244","ccms_peak/mzML/Plate7/Plate7_poolQC_5.mzML",1244,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate2/P2_D9_01LJ00515_V12.mzML:scan:1340","ccms_peak/mzML/Plate2/P2_D9_01LJ00515_V12.mzML",1340,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/Plate7_poolQC_5.mzML:scan:1244","peak/mzML/Plate7/Plate7_poolQC_5.mzML",1244,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML:scan:1343","ccms_peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML",1343,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_3.mzML:scan:1272","peak/mzML/Plate5/Plate5_poolQC_3.mzML",1272,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML:scan:1343","peak/mzML/Plate4/P4_B4_01LJ02350_V8.mzML",1343,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MTBLS417","mzspec:MTBLS417:FILES/PH697211_pos_IDA.mzXML:scan:4480","FILES/PH697211_pos_IDA.mzXML",4480,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_1.mzML:scan:1269","ccms_peak/mzML/Plate5/Plate5_poolQC_1.mzML",1269,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_7.mzML:scan:1273","ccms_peak/mzML/Plate5/Plate5_poolQC_7.mzML",1273,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/Plate7_poolQC_4.mzML:scan:1258","peak/mzML/Plate7/Plate7_poolQC_4.mzML",1258,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085870","mzspec:MSV000085870:peak/peak/PH697211_pos_IDA.mzXML:scan:4480","peak/peak/PH697211_pos_IDA.mzXML",4480,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (NOS)",NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/P5_G9_01LJ04184_V12.mzML:scan:1318","ccms_peak/mzML/Plate5/P5_G9_01LJ04184_V12.mzML",1318,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GB6_01_21543.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GB6_01_21543.mzML",764,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X3074166_RA11_01_55030.mzML:scan:891","ccms_peak/mzXML/Plate02/X3074166_RA11_01_55030.mzML",891,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X3074166_RA11_01_55030.mzXML:scan:891","peak/mzXML/Plate02/X3074166_RA11_01_55030.mzXML",891,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BH2_01_21511.mzML:scan:759","ccms_peak/mzXML/samples/Plate_01_BH2_01_21511.mzML",759,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BA12_01_21647.mzML:scan:772","ccms_peak/mzXML/samples/Plate_03_BA12_01_21647.mzML",772,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/HMA445b_PhreeKit_RF4_01_42916.mzML:scan:772","ccms_peak/Phree Kit Plate/Samples/HMA445b_PhreeKit_RF4_01_42916.mzML",772,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085724","mzspec:MSV000085724:ccms_peak/mzXML/Plate02/X2483184_RG7_01_55125.mzML:scan:899","ccms_peak/mzXML/Plate02/X2483184_RG7_01_55125.mzML",899,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000085607","mzspec:MSV000085607:peak/mzXML/Plate02/X2483184_RG7_01_55125.mzXML:scan:899","peak/mzXML/Plate02/X2483184_RG7_01_55125.mzXML",899,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581","reverse phase (C18)","electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/HMA445_5X_rerun_RB2_01_42812.mzML:scan:750","ccms_peak/Plate 1 5x/Samples/HMA445_5X_rerun_RB2_01_42812.mzML",750,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/HMA445_5X_rerun_RB2_01_42812.mzML:scan:756","ccms_peak/Plate 1 5x/Samples/HMA445_5X_rerun_RB2_01_42812.mzML",756,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BA4_01_21417.mzML:scan:764","ccms_peak/mzXML/samples/Plate_01_BA4_01_21417.mzML",764,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BC7_01_21447.mzML:scan:764","ccms_peak/mzXML/samples/Plate_01_BC7_01_21447.mzML",764,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Phree Kit Plate/Samples/LD9050_PhreeKit_RD4_01_42887.mzML:scan:772","ccms_peak/Phree Kit Plate/Samples/LD9050_PhreeKit_RD4_01_42887.mzML",772,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/P7_E8_01LJ05936_V8.mzML:scan:1364","peak/mzML/Plate7/P7_E8_01LJ05936_V8.mzML",1364,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/P7_E8_01LJ05936_V8.mzML:scan:1364","ccms_peak/mzML/Plate7/P7_E8_01LJ05936_V8.mzML",1364,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7579.mzXML:scan:1953","raw/mzXML/7579.mzXML",1953,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate5/Plate5_poolQC_8.mzML:scan:1265","ccms_peak/mzML/Plate5/Plate5_poolQC_8.mzML",1265,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/6798.mzXML:scan:1990","raw/mzXML/6798.mzXML",1990,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7675.mzXML:scan:1977","raw/mzXML/7675.mzXML",1977,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate7/Plate7_poolQC_3.mzML:scan:1242","ccms_peak/mzML/Plate7/Plate7_poolQC_3.mzML",1242,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:ccms_peak/mzML/Plate3/P3_B5_01LJ01331_V8.mzML:scan:1312","ccms_peak/mzML/Plate3/P3_B5_01LJ01331_V8.mzML",1312,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"ST002044","mzspec:ST002044:HILIC/ESIPOS/D55_POS.mzML:scan:342","HILIC/ESIPOS/D55_POS.mzML",342,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,"electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate2/P2_D9_01LJ00515_V12.mzML:scan:1340","peak/mzML/Plate2/P2_D9_01LJ00515_V12.mzML",1340,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate5/Plate5_poolQC_7.mzML:scan:1273","peak/mzML/Plate5/Plate5_poolQC_7.mzML",1273,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/8026.mzXML:scan:2294","raw/mzXML/8026.mzXML",2294,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/4357.mzXML:scan:1920","raw/mzXML/4357.mzXML",1920,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/6420.mzXML:scan:1902","raw/mzXML/6420.mzXML",1902,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/8067.mzXML:scan:1949","raw/mzXML/8067.mzXML",1949,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7259.mzXML:scan:1913","raw/mzXML/7259.mzXML",1913,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/5050.mzXML:scan:1922","raw/mzXML/5050.mzXML",1922,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/6265.mzXML:scan:1939","raw/mzXML/6265.mzXML",1939,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7611.mzXML:scan:1939","raw/mzXML/7611.mzXML",1939,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7808.mzXML:scan:2016","raw/mzXML/7808.mzXML",2016,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GB12_01_21549.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GB12_01_21549.mzML",764,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/5943.mzXML:scan:1926","raw/mzXML/5943.mzXML",1926,"parent",0.94,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GH2_01_21622.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GH2_01_21622.mzML",764,"parent",0.94,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000097935","mzspec:MSV000097935:peak/mzML/Plate7/P7_A2_01LJ04971_V10.mzML:scan:1323","peak/mzML/Plate7/P7_A2_01LJ04971_V10.mzML",1323,"parent",0.93,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BA4_01_21639.mzML:scan:764","ccms_peak/mzXML/samples/Plate_03_BA4_01_21639.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GF8_01_21601.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GF8_01_21601.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BH2_01_21511.mzML:scan:765","ccms_peak/mzXML/samples/Plate_01_BH2_01_21511.mzML",765,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GB7_01_21544.mzML:scan:763","ccms_peak/mzXML/samples/Plate_02_GB7_01_21544.mzML",763,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_01_BC10_01_21450.mzML:scan:765","ccms_peak/mzXML/samples/Plate_01_BC10_01_21450.mzML",765,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000085760","mzspec:MSV000085760:raw/mzXML/7756.mzXML:scan:2050","raw/mzXML/7756.mzXML",2050,"parent",0.93,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,"9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GH12_01_21632.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GH12_01_21632.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GG2_01_21609.mzML:scan:764","ccms_peak/mzXML/samples/Plate_02_GG2_01_21609.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GH2_01_21622.mzML:scan:759","ccms_peak/mzXML/samples/Plate_02_GH2_01_21622.mzML",759,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083955","mzspec:MSV000083955:ccms_peak/Plate 1 5x/Samples/LD9050_5X_rerun_RD4_01_42821.mzML:scan:758","ccms_peak/Plate 1 5x/Samples/LD9050_5X_rerun_RD4_01_42821.mzML",758,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GF8_01_21601.mzML:scan:770","ccms_peak/mzXML/samples/Plate_02_GF8_01_21601.mzML",770,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BB2_01_21650.mzML:scan:764","ccms_peak/mzXML/samples/Plate_03_BB2_01_21650.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_03_BA12_01_21647.mzML:scan:764","ccms_peak/mzXML/samples/Plate_03_BA12_01_21647.mzML",764,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
"ST002044","mzspec:ST002044:RP/ESIPOS/NHF_45.mzML:scan:5021","RP/ESIPOS/NHF_45.mzML",5021,"parent",0.93,6,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,"electrospray ionization (positive)","9606|Homo sapiens","animal"
"MSV000083593","mzspec:MSV000083593:ccms_peak/mzXML/samples/Plate_02_GG4_01_21611.mzML:scan:759","ccms_peak/mzXML/samples/Plate_02_GG4_01_21611.mzML",759,"parent",0.93,5,"[M+H]1+",346.12,"SUBDBMMJDZJVOS","CCMSLIB00000081581",NA,NA,NA,NA
